"z","Y","std","Y1","Y0","smooth_spline"
-0.186,1,0.2138,1,1,0.337942187735478
-0.4477,0,0.2313,1,0,0.538240678625111
-0.8158,0,0.2362,1,0,0.632858364501799
-0.211,0,0.2146,1,0,0.359243358632916
-0.6111,0,0.2281,1,0,0.609824024042259
-0.357,0,0.2362,1,0,0.476751152990618
0.0383,1,0.2079,1,1,0.166747123709164
-0.3935,0,0.234,1,0,0.50300585852389
0.1177,1,0.2064,1,1,0.121411826558685
-1.7467,0,0.3326,0,0,0.193661176292218
-1.3157,0,0.29,0,0,0.367978459448491
0.0267,1,0.2081,1,1,0.174072143766646
-0.7547,0,0.2324,1,0,0.635022860598772
-0.7023,1,0.2301,1,1,0.630167304173138
-0.2777,0,0.217,1,0,0.414812305282986
0.4799,1,0.2046,1,1,0.0209910022405149
-0.402,1,0.2335,1,1,0.508854646496706
-1.5491,0,0.3289,0,0,0.267214043306322
0.0472,1,0.2702,1,0,0.161247337955961
-0.5449,0,0.2284,1,0,0.586933394849321
0.2202,1,0.2051,1,1,0.0771631235614195
0.426,1,0.2043,1,1,0.0281478916991423
-0.2714,1,0.2422,1,1,0.409685392522233
0.7264,1,0.2088,1,1,0.00449119703414926
0.9809,1,0.2199,1,1,0.000915349737621062
-0.2072,0,0.2474,1,0,0.356012367951652
-0.567,0,0.2282,1,0,0.595378677617648
-0.6806,1,0.2294,1,1,0.626657129152604
0.5094,1,0.2048,1,1,0.0178175151659143
-1.9607,0,0.3386,0,0,0.126724789422883
-0.3482,1,0.2367,1,1,0.470164733945365
-0.741,0,0.2318,0,0,0.634261069293113
-0.6331,1,0.2284,1,1,0.615990754208144
0.4073,1,0.2043,1,1,0.0311016000655763
-0.9548,0,0.2482,1,0,0.588507233810231
1.0311,1,0.2232,1,1,0.00075566770046834
-1.2648,0,0.2838,0,0,0.3941391937237
0.7783,1,0.2104,1,1,0.00300351232990248
0.4931,1,0.2047,1,1,0.0195122799656049
-1.5159,0,0.3284,1,0,0.280341780025891
-0.2465,1,0.2442,1,1,0.389158986615557
-0.7271,1,0.2311,1,1,0.633110472059846
0.051,1,0.2076,1,1,0.158930898490619
-0.8185,0,0.2364,1,0,0.632520577228684
-0.2906,1,0.2175,1,1,0.42522528843874
0.0553,1,0.2075,1,1,0.156332689992879
-1.6943,0,0.3315,0,0,0.212509951775926
0.5756,1,0.2056,1,1,0.0122081340298241
-0.2195,0,0.2464,1,0,0.366456928263351
-0.9644,0,0.2491,1,0,0.583630624187369
-0.8284,0,0.2371,1,0,0.631090038433426
0.3525,1,0.2043,1,1,0.0412962458865299
0.3589,1,0.2043,1,1,0.0399835121048002
0.1168,1,0.2065,1,1,0.121877014513313
-0.07,1,0.2595,1,1,0.24225637723074
-2.0483,0,0.342,0,0,0.104196823778895
-0.1483,1,0.2126,1,1,0.30588562755426
-0.6988,0,0.23,1,0,0.629660376357523
-0.4988,0,0.2294,1,0,0.566253945627566
-0.3052,0,0.2397,1,0,0.436866562779002
-0.9895,0,0.2517,1,0,0.569923679212944
-0.8522,0,0.2389,0,0,0.626402770848445
-0.686,0,0.2295,1,0,0.627612618501459
-0.9039,0,0.2433,0,0,0.610606637204718
-1.5695,0,0.3292,0,0,0.259269385006569
-0.6757,1,0.2292,1,1,0.625742885751324
-0.4339,1,0.2319,1,1,0.5297663924408
-0.9152,0,0.2444,0,0,0.606249025037258
-0.0483,1,0.2098,1,1,0.225819756536507
-0.2392,0,0.2448,1,0,0.383061741624558
-0.4008,0,0.2336,1,0,0.508035486086735
0.0127,1,0.2084,1,1,0.183152809396503
-0.2001,1,0.2143,1,1,0.349967368636108
-0.8993,0,0.2429,0,0,0.612291630211252
-1.0276,0,0.2558,1,0,0.54689194582838
-0.2442,0,0.2444,1,0,0.387241677248295
-0.8242,0,0.2368,1,0,0.631733939073039
-1.3633,0,0.2958,1,0,0.345456026672661
-2.4415,0,0.3665,0,0,0.0271838490018605
0.0819,1,0.207,1,1,0.140803725386005
0.1861,1,0.2055,1,1,0.0899584350075157
-0.7388,0,0.2316,0,0,0.634103470527241
-0.6365,1,0.2284,1,1,0.616880664833709
-0.581,0,0.2281,0,0,0.600286075724359
-1.0656,0,0.2601,1,0,0.521876029060569
-1.1074,0,0.2649,1,0,0.493169050722146
0.3891,1,0.2043,1,1,0.0342280535105661
-0.5552,1,0.2283,1,1,0.590981273329276
1.6564,1,0.3031,1,1,-0.000699262175524778
-0.0696,1,0.2104,1,1,0.241947659820797
0.7428,1,0.2093,1,1,0.00396277452400707
0.2915,1,0.2046,1,1,0.0555910248280884
-1.7048,0,0.3317,0,0,0.208700872565261
-0.0388,1,0.2096,1,1,0.218832610323244
-1.3907,0,0.2991,0,0,0.333097562246417
0.289,1,0.2046,1,1,0.0562507497647804
0.3511,1,0.2043,1,1,0.0415878527585932
-0.1552,1,0.2128,1,1,0.311717180064748
0.1828,1,0.2055,1,1,0.0912952022748172
-0.4899,0,0.2297,1,0,0.561764740796406
-1.0809,0,0.2618,0,0,0.511434136747473
-0.2996,0,0.2401,1,0,0.432419763756657
-0.3342,1,0.2377,1,1,0.459507600159106
-0.8813,0,0.2413,1,0,0.618381525633604
-0.1979,1,0.2142,1,1,0.348092522271709
-0.2978,1,0.2178,1,1,0.430985603635513
0.7975,1,0.2111,1,1,0.00258327575960415
-0.424,0,0.2324,1,0,0.523464741218375
-1.1055,0,0.2647,0,0,0.49448012189327
-1.2933,0,0.3263,1,0,0.37917890455436
-0.8726,0,0.2406,1,0,0.621026610795691
-2.3903,0,0.3622,0,0,0.0340582419948997
-1.6461,0,0.3296,0,0,0.230218743820949
-0.0878,1,0.2578,1,1,0.256196615228069
-0.7596,0,0.2327,1,0,0.635198218376841
-1.2068,0,0.2767,0,0,0.427537647840292
-0.1822,1,0.2137,1,1,0.334699101312442
-0.0396,1,0.2622,1,0,0.21941593685696
-0.2141,1,0.2468,1,1,0.361876546471255
-0.4714,1,0.2303,1,1,0.551904918001243
-0.7893,0,0.2344,1,0,0.635028048385864
-0.5165,1,0.229,1,1,0.574700552800147
-0.193,1,0.2486,1,0,0.343914498948238
0.0913,1,0.2069,1,1,0.135542141321953
-1.7202,0,0.332,0,0,0.203143879524661
-0.3511,1,0.2365,1,1,0.472345409147795
0.8219,1,0.212,1,1,0.00214008134569221
-0.4897,1,0.2267,1,1,0.561661977851981
-1.3195,0,0.2904,0,0,0.36612083439673
-0.442,0,0.2315,1,0,0.534785517088388
-0.6005,0,0.2281,1,0,0.606613183860491
-1.8271,0,0.3346,0,0,0.166006464348131
-1.1714,0,0.2725,0,0,0.449917211487532
0.1356,1,0.2062,1,1,0.112425138419922
-0.079,1,0.2106,1,1,0.249256495427329
0.8349,1,0.2125,1,1,0.00194219158055072
-1.1726,0,0.2726,0,0,0.449135569158912
-1.1263,0,0.2671,1,0,0.480167557606965
0.3141,1,0.2044,1,1,0.0499006983792005
-0.6894,0,0.2297,0,0,0.628186232268819
-2.6942,0,0.3968,0,0,0.00749382103449547
-0.0803,1,0.2585,1,1,0.250275962120499
-0.4789,1,0.2301,1,1,0.555988599548651
-0.6201,0,0.2282,1,0,0.612429247382297
0.0168,1,0.2083,1,1,0.180466055666675
-0.5243,1,0.2288,1,1,0.57822126394939
0.1605,1,0.2058,1,1,0.100806202474455
0.079,1,0.2071,1,0,0.142451050026535
-0.349,0,0.2199,1,0,0.470767270637262
0.1456,1,0.206,1,1,0.107632920499152
-0.7804,0,0.2339,1,0,0.635314067136008
-0.5558,0,0.2283,1,0,0.59121095316625
-0.0088,1,0.2089,1,0,0.197611294935356
-0.8519,0,0.2389,1,0,0.626472742516383
-0.2442,1,0.2158,1,1,0.387241677248295
0.3251,1,0.2044,1,1,0.0473035610560002
-0.6044,1,0.2281,1,1,0.607812525247198
-0.9953,0,0.2523,0,0,0.566578148711492
1.5293,1,0.28,1,1,-0.000454667395629459
-0.9697,0,0.2497,1,0,0.580847443429888
-0.4366,0,0.2318,1,0,0.531453423454036
0.8175,1,0.2118,1,1,0.00221287889118379
0.151,1,0.2059,1,1,0.105115027245916
-0.3162,1,0.2389,1,1,0.445533963063311
-0.1194,1,0.2117,1,1,0.281771199147676
-0.5079,1,0.2292,1,1,0.570676095448347
-0.479,0,0.2261,1,0,0.556042254184264
-0.5885,0,0.2281,1,0,0.602786763898726
0.9035,1,0.2157,1,1,0.00125482013248887
-0.9173,1,0.2445,1,1,0.605404941470288
-0.3122,0,0.2184,1,0,0.442392777071446
-0.2852,1,0.2173,1,1,0.420880565407939
0.0045,1,0.2086,1,1,0.188594225905462
0.0511,1,0.2076,1,1,0.158870197137656
-0.5417,0,0.2285,1,0,0.585634847783734
-0.5118,0,0.2291,1,0,0.572519714612541
-1.2555,0,0.2826,0,0,0.399216783721469
0.1688,1,0.2057,1,1,0.0971681389571614
-0.0434,1,0.2097,1,0,0.222199471461633
0.1534,1,0.2059,1,1,0.104011899896429
-2.3598,0,0.3598,0,0,0.0387049494530877
-0.3212,1,0.2386,1,1,0.449442753647609
-0.2981,1,0.2402,1,1,0.431224794853315
-0.433,1,0.2319,1,1,0.529200988446839
-0.1286,1,0.2542,1,1,0.289383183874842
-1.0696,0,0.2605,0,0,0.519159587895138
0.3916,1,0.2043,1,1,0.033783565136798
-0.3967,1,0.2338,1,1,0.505220307669134
-1.5925,0,0.3296,1,0,0.250415659283143
0.1123,1,0.2065,1,1,0.12422130749065
0.3266,1,0.2044,1,1,0.0469578709380934
-0.7139,0,0.2305,1,0,0.631685122848691
-0.8595,0,0.2395,1,0,0.624617232901674
-0.6332,0,0.2284,1,0,0.616017181671425
-0.226,0,0.2458,1,0,0.371956423824332
0.2992,1,0.2045,1,1,0.0535974097950423
-0.068,1,0.2103,1,1,0.240714878999283
-0.5746,1,0.2281,1,1,0.598082462611308
0.6268,1,0.2064,1,1,0.00894872540107398
-2.4478,0,0.367,0,0,0.0264141273103848
0.821,1,0.212,1,1,0.00215472628692015
0.3237,1,0.2044,1,1,0.0476280238610325
-0.9535,0,0.248,0,0,0.589150782780994
-0.6807,0,0.2294,1,0,0.626675320310944
-0.0727,1,0.2592,1,1,0.244345630873454
-0.1576,1,0.2129,1,1,0.313750713483258
-1.1721,0,0.2725,0,0,0.449461073338045
0.6584,1,0.2071,1,1,0.00729217463041968
0.522,1,0.2049,1,0,0.01660048165842
0.2361,1,0.205,1,1,0.0717973467095675
0.1751,1,0.2056,1,1,0.0944847350766474
0.4165,1,0.2043,1,1,0.0296162073554131
-0.0288,1,0.2094,1,0,0.211619113084853
-0.7197,0,0.2308,1,0,0.632351004581201
0.2857,1,0.2046,1,1,0.0571310625628591
-0.0042,1,0.2088,1,1,0.194465917762972
0.1427,1,0.2061,1,1,0.109005456515672
0.0529,1,0.2076,1,1,0.157779834855344
-0.036,1,0.2626,1,0,0.216798291122395
0.105,1,0.2066,1,1,0.128087420695723
-0.5042,0,0.2293,1,0,0.568898453320675
0.5486,1,0.2052,1,1,0.0142736414722332
-0.4829,0,0.2299,1,0,0.558118386731772
-0.6813,0,0.2294,1,0,0.626784074010794
-0.7057,1,0.2302,1,1,0.630637933425435
0.0497,1,0.2076,1,1,0.159721218888523
-0.2749,1,0.242,1,1,0.412536946896737
-0.0925,1,0.211,1,1,0.259939196464687
-2.4794,0,0.3699,0,0,0.0227914038332774
0.36,1,0.2043,1,1,0.0397612146225049
0.3062,1,0.2045,1,1,0.0518345836450039
-0.2572,1,0.2433,1,1,0.398031702942989
-0.4303,1,0.2321,1,1,0.527495701155977
0.4088,1,0.2043,1,1,0.0308551198888684
0.2859,1,0.2046,1,1,0.0570774012988498
-0.2068,1,0.2145,1,1,0.35567207135408
-0.3679,0,0.2355,1,0,0.484776510935562
-0.2063,1,0.2145,1,1,0.355246651451853
-0.5503,0,0.2283,1,0,0.589080472270971
-0.8082,0,0.2357,1,0,0.633690676520519
1.6564,1,0.3031,1,1,-0.000699262175524778
-0.2527,0,0.2437,1,0,0.394309680831705
-0.8245,0,0.2368,1,0,0.631689760110877
-1.1642,0,0.2716,0,0,0.454637275417968
-0.1266,1,0.212,1,0,0.287722658941717
-0.6437,0,0.2285,1,0,0.618705150893284
1.4857,1,0.273,1,1,-0.000369690905121544
-0.5834,0,0.2281,1,0,0.60109572749604
0.7974,1,0.2111,1,1,0.00258529615152028
-0.2323,0,0.2453,0,0,0.377268448875252
0.0234,1,0.2082,1,1,0.176188764935029
0.8707,1,0.2141,1,1,0.00151703961102767
-0.2655,1,0.2166,1,1,0.404860108635865
-0.7148,0,0.2306,1,0,0.631792513396016
-0.3825,1,0.2346,1,1,0.495282624821252
0.0382,1,0.2079,1,1,0.166809511001752
-0.943,1,0.247,1,1,0.594197395242693
0.5009,1,0.2047,1,1,0.018683764274383
-0.8603,0,0.2396,0,0,0.624411991412861
-0.8945,0,0.2425,0,0,0.613994635737952
-0.1385,1,0.2123,1,1,0.297645731948187
0.02,1,0.2082,1,1,0.178384863932539
-0.9398,0,0.2467,0,0,0.595681586846194
-0.0614,1,0.2602,1,0,0.235665510860943
-0.2221,0,0.2462,1,0,0.36865877210237
-0.3043,0,0.2398,1,0,0.436153426625634
-0.6871,0,0.2296,0,0,0.627800558869039
0.0211,1,0.2082,1,1,0.17767265382031
-0.6742,0,0.2292,1,0,0.625454080044518
-1.3665,0,0.2961,0,0,0.343993140938994
-0.9333,0,0.2461,1,0,0.598618669734046
-0.5876,0,0.2281,1,0,0.602491223194543
0.8904,1,0.215,1,1,0.00134712852244263
-0.0659,1,0.2103,1,1,0.239101965786764
0.24,1,0.2049,1,1,0.0705354185453716
0.0139,1,0.2084,1,1,0.182364094029866
0.5603,1,0.2054,1,1,0.0133450061712663
-0.301,1,0.24,1,1,0.43353358931702
0.3805,1,0.2043,1,1,0.0357941028851566
-0.5527,0,0.2303,1,0,0.590017082856831
0.3741,1,0.2043,1,1,0.0369970094182325
-0.3131,0,0.2391,1,0,0.443100618556826
-0.0213,1,0.2092,1,1,0.206301930839161
-0.6577,0,0.2288,0,0,0.622006683912305
-0.4654,0,0.2305,1,0,0.548553915693575
0.0522,1,0.2076,1,1,0.158203355179179
-0.3253,1,0.2383,1,1,0.452632776884148
-0.3911,1,0.2218,1,1,0.50133533881746
-0.9778,0,0.2505,0,0,0.576475664329006
-0.1711,1,0.2505,1,0,0.325229810271644
-0.7186,0,0.2307,1,0,0.632229482066445
-0.2036,0,0.2477,1,0,0.35294848816419
-0.2267,1,0.2169,1,1,0.3725476039699
-1.08,0,0.2617,1,0,0.512051705167438
-0.0905,1,0.2109,1,1,0.258343700001083
-1.9322,0,0.3377,0,0,0.134490683795351
-0.053,1,0.2099,1,0,0.229324603974569
0.2991,1,0.2045,1,1,0.0536229329477977
-0.5979,0,0.2281,1,0,0.605801788959324
0.4102,1,0.2043,1,1,0.0306265875191833
-0.0741,1,0.2105,1,0,0.245432624000734
-0.4683,0,0.2304,1,0,0.550182837344786
0.2207,1,0.2051,1,1,0.0769888149044685
0.9548,1,0.2184,1,1,0.00100454981770001
0.1054,1,0.2066,1,1,0.127873617019489
0.0842,1,0.2737,1,1,0.139505283427469
-0.0741,1,0.2105,1,1,0.245432624000734
-1.313,0,0.2896,0,0,0.369305462732347
0.0744,1,0.2072,1,1,0.145087152812365
-0.18,1,0.2497,1,0,0.332821507610607
-1.0122,0,0.2541,1,0,0.556490383389412
-0.2067,0,0.2145,1,0,0.355586991717518
-1.205,0,0.2765,0,0,0.428640135116786
-0.515,0,0.2281,1,0,0.574009398139276
-0.7015,0,0.2301,1,0,0.630053446972129
-0.6983,0,0.23,1,0,0.629586095579777
0.6494,1,0.2069,1,1,0.0077393000605326
-1.0123,0,0.2541,1,0,0.556429257212612
-0.0712,1,0.2104,1,1,0.243183774561452
-0.196,1,0.2141,1,1,0.346472804736188
-0.1864,1,0.2138,1,0,0.338283539967879
-0.884,0,0.2416,0,0,0.617520219000156
0.0293,1,0.2081,1,1,0.172414789925162
-0.3547,1,0.2363,1,1,0.475038673661174
0.3559,1,0.2043,1,1,0.0405947232529728
-0.1495,1,0.2168,1,1,0.306898146437295
-0.7861,0,0.2342,1,0,0.635155270885983
-0.1878,1,0.249,1,0,0.339478215616277
-0.9215,0,0.2449,1,0,0.603684433826832
-0.9006,0,0.243,0,0,0.611820667931525
-0.9093,0,0.2438,1,0,0.608562980618283
0.2219,1,0.2051,1,1,0.0765719812574094
-0.2354,0,0.2451,1,0,0.379874644872259
-0.7741,0,0.2335,0,0,0.635391264429351
-0.9602,0,0.2487,1,0,0.585790762445223
0.169,1,0.2057,1,1,0.0970819231837924
-0.2228,0,0.215,1,0,0.369251128453255
-0.9999,0,0.2528,0,0,0.563881290605883
0.3766,1,0.2043,1,1,0.0365233002697311
0.2514,1,0.2048,1,1,0.0669619192027665
0.1197,1,0.2064,1,1,0.120382521747936
-1.1357,1,0.2682,1,1,0.473750041359993
-0.5458,0,0.2284,1,0,0.587295080527754
0.2944,1,0.2045,1,1,0.0548334195671388
0.5203,1,0.2049,1,1,0.0167601624444386
-1.9446,0,0.3381,0,0,0.131079875477178
-1.1501,0,0.2699,0,0,0.464017152316198
-0.7473,0,0.2321,0,0,0.634659414946489
-0.6335,0,0.2284,0,0,0.616096372470013
-1.0141,0,0.2543,0,0,0.555326203165235
0.2184,1,0.2051,1,1,0.0777937079865116
0.233,1,0.205,1,1,0.0728153235941822
0.332,1,0.2044,1,1,0.0457299333690012
-0.0957,1,0.2111,1,1,0.262500631405991
-0.7918,0,0.2346,1,0,0.634909210379194
-0.6738,0,0.2292,1,0,0.62537636018445
-0.375,1,0.235,1,1,0.489921158446937
0.9807,1,0.2199,1,1,0.000915994914061969
-3.1081,0,0.4641,0,0,0.0115896879778454
-0.3148,1,0.2185,1,1,0.444435956087429
-0.58,0,0.2281,1,0,0.599946059067364
0.1359,1,0.2062,1,1,0.112278950735236
0.1113,1,0.2065,1,1,0.124746359661435
0.8158,1,0.2118,1,1,0.00224182072884507
-0.7061,1,0.2302,1,1,0.630691893040283
-2.1567,0,0.347,0,0,0.0786399866672599
0.6248,1,0.2064,1,1,0.00906199826268397
-0.2983,1,0.2402,1,1,0.431384219045863
-0.2078,1,0.2145,1,1,0.356522746275976
-1.043,0,0.2575,1,0,0.536954494418418
-2.404,0,0.3633,0,0,0.0321079254497074
-0.9499,0,0.2477,0,0,0.590911469487409
0.3718,1,0.2043,1,1,0.0374371653550166
-0.9633,0,0.249,1,0,0.584200314361069
-0.7459,0,0.232,1,0,0.634577801475369
-1.1223,0,0.2666,1,0,0.482910339035504
0.1484,1,0.206,1,1,0.106321170602456
0.2864,1,0.2046,1,1,0.0569434230891457
-0.178,1,0.2499,1,1,0.331114773910218
-0.6918,1,0.2297,1,1,0.628578186783761
-0.1078,1,0.2114,1,1,0.272275650835641
-0.2919,1,0.2176,1,1,0.426268128487213
-0.0678,1,0.2103,1,1,0.240561017444054
-0.5116,1,0.2291,1,1,0.572425920605742
-1.3807,0,0.3269,0,0,0.33756548244004
0.2028,1,0.2053,1,1,0.0834646656574001
-0.7294,0,0.2312,1,0,0.63332591111483
-2.1238,0,0.3453,0,0,0.0861524083184047
-0.4092,1,0.2331,1,1,0.513722851577056
-0.4896,0,0.2297,0,0,0.561610565207638
-0.0536,1,0.21,1,1,0.22977427980544
-1.6021,0,0.3297,0,0,0.246753844710659
-0.9747,0,0.2502,1,0,0.578165262166664
-0.6467,0,0.2286,1,0,0.619440589773103
-0.4833,0,0.2264,1,0,0.558329513705785
-0.6122,0,0.2281,1,0,0.610148396846529
-0.1344,1,0.2122,1,1,0.294215601337781
0.4335,1,0.2044,1,1,0.0270349025358111
-0.3601,0,0.236,1,0,0.47904891478127
-1.1628,0,0.2714,0,0,0.455560853549288
-0.3595,1,0.236,1,1,0.47860512330561
-0.428,0,0.2322,1,0,0.526032430427425
-0.3879,1,0.2216,1,1,0.499095253782674
-0.3519,0,0.2365,1,0,0.472945247337989
0.3524,1,0.2043,1,1,0.0413170216642761
1.6564,1,0.3031,1,1,-0.000699262175524778
0.6153,1,0.2062,1,1,0.00961464459540176
-0.2749,1,0.242,1,1,0.412536946896737
-0.9486,0,0.2476,1,0,0.591539484232225
0.0355,1,0.2079,1,1,0.168498941203154
-0.2866,1,0.2411,1,1,0.422008962157493
-1.0004,0,0.2529,1,0,0.563585897389814
0.1941,1,0.2054,1,1,0.0867918506211972
-0.1941,1,0.2141,1,1,0.34485265509223
-0.9479,0,0.2475,1,0,0.591875931236756
-0.6291,1,0.2283,1,1,0.614921265425887
-0.8024,0,0.2353,1,0,0.634210355406188
-1.4856,0,0.3105,0,0,0.292612462032576
-0.02,1,0.2091,1,1,0.205388208429761
-0.5492,1,0.2283,1,1,0.588647576196224
-0.56,1,0.2282,1,1,0.592800238075148
-0.7966,0,0.2349,1,0,0.634632315288921
-0.7533,0,0.2324,0,0,0.634963044378616
-0.4696,1,0.2304,1,1,0.550907419635059
-0.1592,1,0.2515,1,1,0.315107767933428
-0.2502,1,0.2439,1,1,0.392235915103915
0.144,1,0.206,1,1,0.108388433552101
0.8266,1,0.2122,1,1,0.00206562023533504
-0.6668,0,0.229,0,0,0.623968670228371
-0.1184,1,0.2551,1,1,0.280948000515927
-0.9627,0,0.3266,1,0,0.584509882672012
-0.8229,0,0.2367,1,0,0.631922165248603
-0.6837,0,0.2295,1,0,0.627212337463864
-0.6766,0,0.2293,1,0,0.625914162702199
-0.6298,1,0.2353,1,1,0.615110157328109
-0.1738,1,0.2134,1,1,0.327531782375519
-0.9975,0,0.2526,1,0,0.565293052167443
-0.3864,1,0.2344,1,1,0.498040255815242
-0.5038,1,0.2293,1,1,0.568704605967029
-0.7277,0,0.2311,1,0,0.633167616674852
-0.2491,0,0.216,1,0,0.391322115899461
-0.2385,1,0.2448,1,1,0.382475298114288
-0.7031,1,0.2301,1,1,0.630279970883826
-0.8252,0,0.2369,1,0,0.631585592316623
-0.5528,0,0.2303,1,0,0.590055874179791
-0.9799,0,0.2507,0,0,0.575319794995635
-0.3139,0,0.2391,1,0,0.443729290226061
-0.9649,0,0.2492,1,0,0.583370759936947
0.3745,1,0.2043,1,1,0.0369208857956153
0.3268,1,0.2044,1,0,0.0469119308435394
-0.5747,1,0.2281,1,1,0.598117400433818
0.1762,1,0.2056,1,1,0.0940230321208456
-0.426,0,0.2323,1,0,0.524752185522684
-0.1083,1,0.256,1,1,0.272682482207383
-1.1393,0,0.3258,1,0,0.471304517312836
-0.3141,1,0.2391,1,1,0.443886381187473
-0.8068,0,0.2356,1,0,0.633825175246535
0.1253,1,0.2063,1,1,0.117533645715226
-0.7334,1,0.2314,1,1,0.633677186846969
0.1018,1,0.2067,1,1,0.129805805693622
-2.4557,0,0.3677,0,0,0.0254715636054768
-0.8054,0,0.2355,0,0,0.633953888223247
-0.7691,0,0.2332,1,0,0.635381571534512
0.4741,1,0.2046,1,1,0.0216724289010409
-0.7935,0,0.2347,0,0,0.634818526551876
-0.5639,0,0.2282,1,0,0.59424749133956
-1.1348,0,0.2681,0,0,0.474362561341416
-0.889,0,0.242,1,0,0.615875921776303
-0.0438,1,0.2097,1,1,0.222493700604903
-0.8329,0,0.2374,1,0,0.630339240728921
0.0405,1,0.2078,1,0,0.165377931511753
-1.3884,0,0.2988,1,0,0.334121100966905
0.0341,1,0.208,1,0,0.169378719365623
-0.0377,1,0.2096,1,1,0.21803205575727
-0.4618,0,0.2307,1,0,0.546507822199285
-0.5408,0,0.2285,1,0,0.585266073578176
0.4122,1,0.2043,1,1,0.0303026434509015
-0.8223,0,0.2367,1,0,0.632007278193341
-0.0161,1,0.2091,1,1,0.202660917672973
-0.7822,1,0.234,1,1,0.635273186851852
0.0476,1,0.2077,1,1,0.161002604797161
-0.0514,1,0.2099,1,1,0.228127946335318
-0.4015,1,0.2335,1,1,0.508513596496978
-1.1556,0,0.2706,0,0,0.460338476960896
-1.6627,0,0.3308,0,0,0.224076520876666
0.204,1,0.2053,1,1,0.0830151065334984
-0.2037,0,0.2144,1,0,0.3530336310002
0.4096,1,0.2043,1,1,0.030724351048164
0.2276,1,0.205,1,1,0.0746207830679695
-1.1518,0,0.2701,0,0,0.462877579954907
-0.4993,1,0.2294,1,1,0.566501312501738
-1.0532,0,0.2587,1,0,0.530213071944996
-0.5014,0,0.2293,1,0,0.567534665874276
-0.5221,0,0.2288,1,0,0.577240685169608
0.246,1,0.2049,1,1,0.0686337036799344
0.3873,1,0.2089,1,1,0.0345510776413669
-1.4339,0,0.3274,0,0,0.314273682729678
-1.0428,0,0.2575,1,0,0.537085493746643
-1.5209,0,0.3147,0,0,0.278345788076041
-0.3596,0,0.236,1,0,0.478679119915973
-0.75,0,0.2322,1,0,0.634805410291218
0.1831,1,0.2055,1,1,0.0911729321398735
-0.6648,0,0.229,0,0,0.62355013474674
0.246,1,0.2049,1,1,0.0686337036799344
-0.406,0,0.2225,1,0,0.511569193097216
0.2919,1,0.2045,1,1,0.0554860389456824
0.6808,1,0.2076,1,1,0.00625885448975828
-1.1401,0,0.2687,0,0,0.470762100275487
-0.0735,1,0.2105,1,1,0.244966464606677
-0.5438,0,0.2284,1,0,0.586489236270994
-0.0554,1,0.2608,1,1,0.231126330468965
-0.3268,1,0.219,1,1,0.453796332735461
0.1669,1,0.2057,1,1,0.0979905728051171
-1.2465,0,0.2815,0,0,0.404229505098425
-0.6995,0,0.23,1,0,0.629763587640162
-0.2847,0,0.2173,1,0,0.42047723210302
-0.6235,0,0.2282,1,0,0.613384289345219
-0.7087,0,0.2303,1,0,0.631035426145396
-0.6927,0,0.2298,1,0,0.628722416556901
-0.9006,0,0.243,0,0,0.611820667931525
-0.3697,1,0.2208,1,1,0.486087079855215
0.1117,1,0.2065,1,1,0.124536162158112
-0.9349,0,0.2462,1,0,0.597905358862467
0.0213,1,0.2082,1,1,0.17754333670232
-1.049,0,0.2582,1,0,0.533002885581305
0.067,1,0.2073,1,1,0.149386840826675
0.0175,1,0.2083,1,1,0.180009611018998
0.4106,1,0.2043,1,1,0.0305615607491489
-0.7681,1,0.2332,1,1,0.635372307358412
-0.4291,1,0.2321,1,1,0.526733465385304
-0.8167,0,0.2363,1,0,0.632748244393467
-0.5129,0,0.229,1,0,0.573034132598807
-0.2851,1,0.2173,1,1,0.420799912801546
-0.1538,1,0.252,1,1,0.310532137429926
-0.1894,1,0.2489,1,1,0.340843429667663
0.3171,1,0.2044,1,1,0.0491814686532408
-0.7716,0,0.2334,1,0,0.635394111397546
-0.6051,1,0.2281,1,1,0.60802556568647
0.511,1,0.2048,1,1,0.0176586071226175
0.2883,1,0.2046,1,1,0.0564365783404452
-1.4763,0,0.3279,1,0,0.296441069013032
0.2267,1,0.2051,1,1,0.0749257342216064
-1.1911,0,0.2748,0,0,0.437284125024298
0.0849,1,0.207,1,1,0.139111524904866
-0.9193,0,0.2447,0,0,0.604591036530663
-0.2938,1,0.2405,1,1,0.427790083806929
0.0562,1,0.2075,1,1,0.155791975603366
-0.1465,1,0.2526,1,0,0.304368223367969
-0.0953,0,0.2572,0,0,0.262179882906625
0.7788,1,0.2104,1,1,0.00299172531093826
-0.523,0,0.2288,1,0,0.577643012223971
-0.2103,0,0.2471,1,0,0.358648432900855
0.4744,1,0.2046,1,1,0.0216366947437623
-1.6256,0,0.3301,0,0,0.237874024661572
-0.4424,0,0.2315,1,0,0.535030080124835
0.2978,1,0.2045,1,1,0.0539556108941137
-0.4822,0,0.2299,1,0,0.557748104839113
-0.8739,1,0.2407,1,1,0.620644232437185
-1.2915,0,0.3263,0,0,0.380098906425338
0.3808,1,0.2043,1,1,0.035738503714563
-0.2509,0,0.2438,1,0,0.392816997379421
0.1628,1,0.2812,1,1,0.0997862595321571
-0.0866,1,0.2108,1,1,0.25524494451645
-0.116,1,0.2553,1,1,0.278975815867013
-0.4901,1,0.2297,1,1,0.561867420639135
